Name	Current price	Original price	Link	Rating	Rate Count
Ram Laptop Corsair Vengeance DDR4 16GB 2666MHz 1.2v CMSX16GX4M1A2666C18	1.050.000 VND	1.450.000 VND	https://memoryzone.com.vn/ram-corsair-vengeance-ddr4-16gb-1x16gb-bus-2666-cl18-cmsx16gx4m1a2666c18	5	32
Ram PC Lexar ARES RGB Black 16GB 3600MHz DDR4 (2x8GB) LD4BU008G-R3600GDLA	1.099.000 VND	1.790.000 VND	https://memoryzone.com.vn/ram-pc-lexar-ares-rgb-black-16gb-3600mhz-ddr4-2x8gb	0	0
Ram PC Corsair Vengeance 16GB 5200MHz DDR5 CMK16GX5M1B5200C40	1.330.000 VND	1.490.000 VND	https://memoryzone.com.vn/ram-pc-corsair-vengeance-16gb-5200mhz-ddr5-cmk16gx5m1b5200c40	0	0
Ram PC Kingston Fury Beast Black 16GB 5200MHz DDR5 KF552C40BB-16	1.330.000 VND	1.650.000 VND	https://memoryzone.com.vn/ram-pc-kingston-fury-beast-black-16gb-5200mhz-ddr5-kf552c40bb-16	0	0
Ram Laptop Kingston DDR5 16GB 4800MHz 1.1v KVR48S40BS8-16	1.350.000 VND	2.500.000 VND	https://memoryzone.com.vn/ram-laptop-kingston-ddr5-16gb-4800mhz-1-1v-kvr48s40bs8-16	0	0
Ram Laptop Samsung DDR5 16GB 5600MHz 1.1v M425R2GA3BB0-CWMOD	1.390.000 VND	1.990.000 VND	https://memoryzone.com.vn/ram-laptop-samsung-ddr5-16gb-5600mhz-1-1v-m425r2ga3bb0-cwmod	5	1
Ram PC Corsair Vengeance RGB RS 16GB 3200MHz DDR4 (2x8GB) CMG16GX4M2E3200C16	1.390.000 VND	1.590.000 VND	https://memoryzone.com.vn/ram-pc-corsair-vengeance-rgb-rs-16gb-3200mhz-ddr4-2x8gb-cmg16gx4m2e3200c16	5	19
Ram PC Kingston Fury Beast Black 16GB 5600MHz DDR5 KF556C40BB-16	1.430.000 VND	1.850.000 VND	https://memoryzone.com.vn/ram-pc-kingston-fury-beast-black-16gb-5600mhz-ddr5-kf556c40bb-16	0	0
Ram Laptop Crucial DDR5 16GB 5600MHz 1.1v CT16G56C46S5	1.450.000 VND	1.990.000 VND	https://memoryzone.com.vn/ram-laptop-crucial-ddr5-16gb-5600mhz-1-1v-ct16g56c46s5	5	5
Ram PC G.SKILL Trident Z RGB 16GB 3600MHz DDR4 (8GBx2) F4-3600C18D-16GTZR	1.450.000 VND	1.890.000 VND	https://memoryzone.com.vn/ram-pc-g-skill-trident-z-rgb-16gb-3600mhz-ddr4-8gbx2-f4-3600c18d-16gtzr	0	0
Ram PC Corsair Vengeance 16GB 5600MHz DDR5 CMK16GX5M1B5600C40	1.490.000 VND	1.650.000 VND	https://memoryzone.com.vn/ram-pc-corsair-vengeance-16gb-5600mhz-ddr5-cmk16gx5m1b5600c40	0	0
Ram PC Corsair Vengeance RGB RS 16GB 3600MHz DDR4 (2x8GB) CMG16GX4M2D3600C18	1.490.000 VND	1.790.000 VND	https://memoryzone.com.vn/ram-pc-corsair-vengeance-rgb-rs-16gb-3600mhz-ddr4-2x8gb-cmg16gx4m2d3600c18	0	0
Ram PC Corsair Vengeance RGB Pro 16GB 3200Mhz DDR4 (2x8GB) CMW16GX4M2E3200C16W	1.490.000 VND	1.720.000 VND	https://memoryzone.com.vn/ram-pc-corsair-vengeance-rgb-pro-16gb-3200mhz-ddr4-2x8gb-cmw16gx4m2e3200c16w	5	5
Ram Laptop G.Skill Ripjaws DDR4 32GB 3200MHz 1.2v F4-3200C22S-32GRS	1.650.000 VND	2.220.000 VND	https://memoryzone.com.vn/ram-laptop-g-skill-ripjaws-ddr4-32gb-3200mhz-1-2v-f4-3200c22s-32grs	5	41
RAM Laptop Kingston DDR4 32GB 3200MHz 1.2v KVR32S22D8/32	1.850.000 VND	2.450.000 VND	https://memoryzone.com.vn/ram-laptop-kingston-ddr4-32gb-3200mhz-1-2v-kvr32s22d8-32	0	0
Ram PC Kingston Fury Beast RGB 16GB 5200MHz DDR5 (2x8GB) KF552C40BBAK2-16	1.890.000 VND	2.250.000 VND	https://memoryzone.com.vn/ram-pc-kingston-fury-beast-rgb-16gb-5200mhz-ddr5-2x8gb-kf552c40bbak2-16	0	0
Ram PC Kingston Fury Beast RGB 16GB 5600MHz DDR5 (2x8GB) KF556C40BBAK2-16	1.950.000 VND	2.500.000 VND	https://memoryzone.com.vn/ram-pc-kingston-fury-beast-rgb-16gb-5600mhz-ddr5-2x8gb-kf556c40bbak2-16	0	0
Ram Laptop Crucial DDR4 32GB 3200MHz 1.2v CT32G4SFD832A	1.950.000 VND	2.290.000 VND	https://memoryzone.com.vn/ram-laptop-crucial-ddr4-32gb-bus-3200mhz-cl22-1-2v-ct32g4sfd832a	5	44
Ram PC G.SKILL Trident Z Royal Gold RGB 16GB 3600MHz DDR4 (8GBx2) F4-3600C18D-16GTRG	1.990.000 VND	2.500.000 VND	https://memoryzone.com.vn/ram-pc-g-skill-trident-z-royal-gold-rgb-16gb-3600mhz-ddr4-8gbx2-f4-3600c18d-16gtrg	0	0
Ram PC G.SKILL Trident Z RGB 32GB 3600MHz DDR4 (16GBx2) F4-3600C18D-32GTZR	2.250.000 VND	2.790.000 VND	https://memoryzone.com.vn/ram-pc-g-skill-trident-z-rgb-32gb-3600mhz-ddr4-16gbx2-f4-3600c18d-32gtzr	5	3
Ram PC Corsair Vengeance RGB RS 32GB 3200MHz DDR4 (2x16GB) CMG32GX4M2E3200C16	2.250.000 VND	2.550.000 VND	https://memoryzone.com.vn/ram-pc-corsair-vengeance-rgb-rs-32gb-3200mhz-ddr4-2x16gb-cmg32gx4m2e3200c16	5	2
Ram PC Corsair Dominator Platinum RGB 16GB 3200Mhz DDR4 (2x8GB) CMT16GX4M2E3200C16	2.250.000 VND	2.790.000 VND	https://memoryzone.com.vn/ram-pc-corsair-dominator-platinum-rgb-16gb-3200mhz-ddr4-2x8gb-cmt16gx4m2e3200c16	0	0
Ram PC G.SKILL Trident Z Neo 32GB 3600MHz DDR4 (16GBx2) F4-3600C18D-32GTZN	2.250.000 VND	2.890.000 VND	https://memoryzone.com.vn/ram-pc-g-skill-trident-z-neo-32gb-3600mhz-ddr4-16gbx2-f4-3600c18d-32gtzn	5	16
Ram PC Corsair Dominator Platinum White RGB 16GB 3200Mhz DDR4 (2x8GB) CMT16GX4M2C3200C16W	2.350.000 VND	2.790.000 VND	https://memoryzone.com.vn/ram-pc-corsair-dominator-platinum-white-rgb-16gb-3200mhz-ddr4-2x8gb-cmt16gx4m2c3200c16w	5	5
Ram PC Corsair Vengeance RGB RS 32GB 3600MHz DDR4 (2x16GB) CMG32GX4M2D3600C18	2.400.000 VND	2.790.000 VND	https://memoryzone.com.vn/ram-pc-corsair-vengeance-rgb-rs-32gb-3600mhz-ddr4-2x16gb-cmg32gx4m2d3600c18	0	0
Ram Laptop Kingston DDR5 32GB 4800MHz 1.1v KVR48S40BD8-32	2.650.000 VND	Not on discount	https://memoryzone.com.vn/ram-laptop-kingston-ddr5-32gb-4800mhz-1-1v-kvr48s40bd8-32	0	0
Ram PC Kingston Fury Beast Black 32GB 5200MHz DDR5 (2x16GB) KF552C40BBK2-32	2.750.000 VND	3.300.000 VND	https://memoryzone.com.vn/ram-pc-kingston-fury-beast-black-32gb-5200mhz-ddr5-2x16gb-kf552c40bbk2-32	0	0
Ram Laptop Crucial DDR5 32GB 5600MHz 1.1v CT32G56C46S5	2.790.000 VND	3.350.000 VND	https://memoryzone.com.vn/ram-laptop-crucial-ddr5-32gb-5600mhz-1-1v-ct32g56c46s5	0	0
Ram PC Kingston Fury Beast Black 32GB 5600MHz DDR5 (2x16GB) KF556C40BBK2-32	2.850.000 VND	3.500.000 VND	https://memoryzone.com.vn/ram-pc-kingston-fury-beast-black-32gb-5600mhz-ddr5-2x16gb-kf556c40bbk2-32	0	0
Ram PC G.SKILL Ripjaws S5 32GB 5600MHz DDR5 (16GBx2) F5-5600J4040C16GX2-RS5K	2.880.000 VND	3.150.000 VND	https://memoryzone.com.vn/ram-pc-g-skill-ripjaws-s5-32gb-5600mhz-ddr5-16gbx2-f5-5600j4040c16gx2-rs5k	0	0
Ram PC G.SKILL Ripjaws S5 32GB 5600MHz DDR5 (16GBx2) F5-5600J4040C16GX2-RS5W	2.880.000 VND	3.150.000 VND	https://memoryzone.com.vn/ram-pc-g-skill-ripjaws-s5-32gb-5600mhz-ddr5-16gbx2-f5-5600j4040c16gx2-rs5w	0	0
Ram PC Corsair Vengeance 32GB 5600MHz DDR5 (2x16GB) CMK32GX5M2B5600C40	2.950.000 VND	3.390.000 VND	https://memoryzone.com.vn/ram-pc-corsair-vengeance-32gb-5600mhz-ddr5-2x16gb-cmk32gx5m2b5600c40	0	0
Ram PC Corsair Vengeance RGB 32GB 6000MHz DDR5 (2x16GB) CMH32GX5M2E6000C36	2.990.000 VND	3.790.000 VND	https://memoryzone.com.vn/ram-pc-corsair-vengeance-rgb-32gb-6000mhz-ddr5-2x16gb-cmh32gx5m2e6000c36	0	0
Ram PC G.SKILL Trident Z Royal Gold RGB 32GB 3200MHz DDR4 (8GBx4) F4-3200C16Q-32GTRG	2.990.000 VND	3.990.000 VND	https://memoryzone.com.vn/ram-pc-g-skill-trident-z-royal-gold-rgb-32gb-3200mhz-ddr4-8gbx4-f4-3200c16q-32gtrg	0	0
Ram PC Kingston Fury Beast Black 32GB 6000MHz DDR5 (2x16GB) KF560C40BBK2-32	2.990.000 VND	3.790.000 VND	https://memoryzone.com.vn/ram-pc-kingston-fury-beast-black-32gb-6000mhz-ddr5-2x16gb-kf560c40bbk2-32	0	0
Ram PC G.SKILL Trident Z Royal Elite Gold RGB 32GB 3600MHz DDR4 (16GBx2) F4-3600C16D-32GTEGC	2.990.000 VND	4.300.000 VND	https://memoryzone.com.vn/ram-pc-g-skill-trident-z-royal-elite-gold-rgb-32gb-3600mhz-ddr4-16gbx2-f4-3600c16d-32gtegc	0	0
Ram PC Corsair Dominator Platinum White RGB 32GB 3200Mhz DDR4 (2x16GB) CMT32GX4M2E3200C16W	2.990.000 VND	3.550.000 VND	https://memoryzone.com.vn/ram-pc-corsair-dominator-platinum-white-rgb-32gb-3200mhz-ddr4-2x16gb-cmt32gx4m2e3200c16w	0	0
Ram PC Corsair Dominator Platinum RGB 32GB 3200Mhz DDR4 (2x16GB) CMT32GX4M2E3200C16	2.990.000 VND	3.550.000 VND	https://memoryzone.com.vn/ram-pc-corsair-dominator-platinum-rgb-32gb-3200mhz-ddr4-2x16gb-cmt32gx4m2e3200c16	5	9
Ram PC Kingston Fury Beast RGB 32GB 5200MHz DDR5 (2x16GB) KF552C40BBAK2-32	3.050.000 VND	3.700.000 VND	https://memoryzone.com.vn/ram-pc-kingston-fury-beast-rgb-32gb-5200mhz-ddr5-2x16gb-kf552c40bbak2-32	0	0
Ram PC Corsair Vengeance RGB White 32GB 6000MHz DDR5 (2x16GB) CMH32GX5M2E6000C36W	3.150.000 VND	3.790.000 VND	https://memoryzone.com.vn/ram-pc-corsair-vengeance-rgb-white-32gb-6000mhz-ddr5-2x16gb-cmh32gx5m2e6000c36w	0	0
Ram PC Corsair Vengeance RGB White 32GB 5600MHz DDR5 (2x16GB) CMH32GX5M2B5600C40W	3.150.000 VND	3.490.000 VND	https://memoryzone.com.vn/ram-pc-corsair-vengeance-rgb-white-32gb-5600mhz-ddr5-2x16gb-cmh32gx5m2b5600c40w	0	0
Ram PC Kingston Fury Beast RGB 32GB 5600MHz DDR5 (2x16GB) KF556C40BBAK2-32	3.150.000 VND	3.790.000 VND	https://memoryzone.com.vn/ram-pc-kingston-fury-beast-rgb-32gb-5600mhz-ddr5-2x16gb-kf556c40bbak2-32	0	0
Ram PC G.SKILL Trident Z5 RGB 32GB 6400MHz DDR5 (16GBx2) White F5-6400J3239G16GX2-TZ5RS	3.390.000 VND	3.990.000 VND	https://memoryzone.com.vn/ram-pc-g-skill-trident-z5-rgb-32gb-6400mhz-ddr5-16gbx2-white-f5-6400j3239g16gx2-tz5rs	0	0
Ram PC G.SKILL Trident Z5 RGB 32GB 6400MHz DDR5 (16GBx2) F5-6400J3239G16GX2-TZ5RK	3.390.000 VND	3.990.000 VND	https://memoryzone.com.vn/ram-pc-g-skill-trident-z5-rgb-32gb-6400mhz-ddr5-16gbx2-f5-6400j3239g16gx2-tz5rk	0	0
Ram PC Kingston Fury Beast RGB 32GB 6000MHz DDR5 (2x16GB) KF560C40BBAK2-32	3.390.000 VND	3.900.000 VND	https://memoryzone.com.vn/ram-pc-kingston-fury-beast-rgb-32gb-6000mhz-ddr5-2x16gb-kf560c40bbak2-32	0	0
Ram PC G.SKILL Trident Z5 Neo RGB 32GB 6000MHz DDR5 (16GBx2) F5-6000J3636F16GX2-TZ5NR	3.490.000 VND	3.890.000 VND	https://memoryzone.com.vn/ram-pc-g-skill-trident-z5-neo-rgb-32gb-6000mhz-ddr5-16gbx2-f5-6000j3636f16gx2-tz5nr	0	0
Ram PC G.SKILL Trident Z5 RGB 32GB 7200MHz DDR5 (16GBx2) F5-7200J3445G16GX2-TZ5RK	3.850.000 VND	4.500.000 VND	https://memoryzone.com.vn/ram-pc-g-skill-trident-z5-rgb-32gb-7200mhz-ddr5-16gbx2-f5-7200j3445g16gx2-tz5rk	0	0
Ram PC G.SKILL Trident Z5 RGB 32GB 7200MHz DDR5 (16GBx2) White F5-7200J3445G16GX2-TZ5RS	3.850.000 VND	4.500.000 VND	https://memoryzone.com.vn/ram-pc-g-skill-trident-z5-rgb-32gb-7200mhz-ddr5-16gbx2-white-f5-7200j3445g16gx2-tz5rs	0	0
Ram PC G.SKILL Trident Z RGB 64GB 3600MHz DDR4 (32GBx2) F4-3600C18D-64GTZR	3.990.000 VND	4.700.000 VND	https://memoryzone.com.vn/ram-pc-g-skill-trident-z-rgb-64gb-3600mhz-ddr4-32gbx2-f4-3600c18d-64gtzr	0	0
Ram PC G.SKILL Trident Z Neo 64GB 3600MHz DDR4 (32GBx2) F4-3600C18D-64GTZN	3.990.000 VND	4.750.000 VND	https://memoryzone.com.vn/ram-pc-g-skill-trident-z-neo-64gb-3600mhz-ddr4-32gbx2-f4-3600c18d-64gtzn	5	6
Ram PC Corsair Vengeance RGB RS 64GB 3200MHz DDR4 (2x32GB) CMG64GX4M2E3200C16	4.100.000 VND	4.500.000 VND	https://memoryzone.com.vn/ram-pc-corsair-vengeance-rgb-rs-64gb-3200mhz-ddr4-2x32gb-cmg64gx4m2e3200c16	0	0
Ram PC Corsair Vengeance RGB RS 64GB 3600MHz DDR4 (2x32GB) CMG64GX4M2D3600C18	4.200.000 VND	4.890.000 VND	https://memoryzone.com.vn/ram-pc-corsair-vengeance-rgb-rs-64gb-3600mhz-ddr4-2x32gb-cmg64gx4m2d3600c18	0	0
Ram PC Corsair Dominator Platinum RGB White 32GB 5600Mhz DDR5 (2x16GB) CMT32GX5M2B5600C36W	4.290.000 VND	4.900.000 VND	https://memoryzone.com.vn/ram-pc-corsair-dominator-platinum-rgb-white-32gb-5600mhz-ddr5-2x16gb-cmt32gx5m2b5600c36w	5	2
Ram PC Corsair Dominator Platinum RGB 32GB 5600Mhz DDR5 (2x16GB) CMT32GX5M2B5600C36	4.290.000 VND	4.900.000 VND	https://memoryzone.com.vn/ram-pc-corsair-dominator-platinum-rgb-32gb-5600mhz-ddr5-2x16gb-cmt32gx5m2b5600c36	0	0
Ram Laptop Crucial DDR5 48GB 5600MHz 1.1v CT48G56C46S5	4.490.000 VND	4.990.000 VND	https://memoryzone.com.vn/ram-laptop-crucial-ddr5-48gb-5600mhz-1-1v-ct48g56c46s5	0	0
Ram PC Corsair Dominator Platinum RGB 32GB 6000Mhz DDR5 (2x16GB) CMT32GX5M2X6000C36	4.590.000 VND	4.990.000 VND	https://memoryzone.com.vn/ram-pc-corsair-dominator-platinum-rgb-32gb-6000mhz-ddr5-2x16gb-cmt32gx5m2x6000c36	0	0
Ram PC Corsair Dominator Platinum RGB 32GB 6200Mhz DDR5 (2x16GB) CMT32GX5M2X6200C36	4.750.000 VND	5.150.000 VND	https://memoryzone.com.vn/ram-pc-corsair-dominator-platinum-rgb-32gb-6200mhz-ddr5-2x16gb-cmt32gx5m2x6200c36	5	2
Ram PC Corsair Dominator Titanium White 32GB 6000MHz DDR5 (2x16GB) CMP32GX5M2B6000C30W	5.150.000 VND	6.500.000 VND	https://memoryzone.com.vn/ram-pc-corsair-dominator-titanium-white-32gb-6000mhz-ddr5-2x16gb-cmp32gx5m2b6000c30w	0	0
Ram PC Corsair Dominator Titanium 32GB 6000MHz DDR5 (2x16GB) CMP32GX5M2B6000C30	5.150.000 VND	6.500.000 VND	https://memoryzone.com.vn/ram-pc-corsair-dominator-titanium-32gb-6000mhz-ddr5-2x16gb-cmp32gx5m2b6000c30	0	0
Ram PC Kingston Fury Beast RGB 64GB 5200MHz DDR5 (2x32GB) KF552C40BBAK2-64	5.250.000 VND	5.990.000 VND	https://memoryzone.com.vn/ram-pc-kingston-fury-beast-rgb-64gb-5200mhz-ddr5-2x32gb-kf552c40bbak2-64	0	0
Ram PC Corsair Vengeance RGB 64GB 5600MHz DDR5 (2x32GB) CMH64GX5M2B5600C40	5.490.000 VND	5.900.000 VND	https://memoryzone.com.vn/ram-pc-corsair-vengeance-rgb-64gb-5600mhz-ddr5-2x32gb-cmh64gx5m2b5600c40	0	0
Ram PC Corsair Vengeance RGB 64GB 5600MHz DDR5 (2x32GB) CMH64GX5M2B5600C40W	5.490.000 VND	5.900.000 VND	https://memoryzone.com.vn/ram-pc-corsair-vengeance-rgb-64gb-5600mhz-ddr5-2x32gb-cmh64gx5m2b5600c40w	0	0
Ram PC Kingston Fury Beast RGB 64GB 5600MHz DDR5 (2x32GB) KF556C40BBAK2-64	5.850.000 VND	6.300.000 VND	https://memoryzone.com.vn/ram-pc-kingston-fury-beast-rgb-64gb-5600mhz-ddr5-2x32gb-kf556c40bbak2-64	0	0
Ram PC Corsair Dominator Platinum RGB White 64GB 5200Mhz DDR5 (2x32GB) CMT64GX5M2B5200C40W	5.890.000 VND	6.500.000 VND	https://memoryzone.com.vn/ram-pc-corsair-dominator-platinum-rgb-white-64gb-5200mhz-ddr5-2x32gb-cmt64gx5m2b5200c40w	0	0
Ram PC Corsair Dominator Platinum RGB 64GB 5200Mhz DDR5 (2x32GB) CMT64GX5M2B5200C40	5.890.000 VND	6.500.000 VND	https://memoryzone.com.vn/ram-pc-corsair-dominator-platinum-rgb-64gb-5200mhz-ddr5-2x32gb-cmt64gx5m2b5200c40	5	2
Ram PC Corsair Dominator Titanium White 32GB 7200MHz DDR5 (2x16GB) CMP32GX5M2X7200C34W	5.950.000 VND	6.900.000 VND	https://memoryzone.com.vn/ram-pc-corsair-dominator-titanium-white-32gb-7200mhz-ddr5-2x16gb-cmp32gx5m2x7200c34w	0	0
Ram PC Corsair Dominator Titanium 32GB 7200MHz DDR5 (2x16GB) CMP32GX5M2X7200C34	5.950.000 VND	6.900.000 VND	https://memoryzone.com.vn/ram-pc-corsair-dominator-titanium-32gb-7200mhz-ddr5-2x16gb-cmp32gx5m2x7200c34	0	0
Ram PC G.SKILL Trident Z5 RGB 64GB 6000MHz DDR5 (32GBx2) White F5-6000J3636F32GX2-TZ5RW	5.990.000 VND	6.500.000 VND	https://memoryzone.com.vn/ram-pc-g-skill-trident-z5-rgb-64gb-6000mhz-ddr5-32gbx2-white-f5-6000j3636f32gx2-tz5rw	0	0
Ram PC G.SKILL Trident Z5 RGB 64GB 6000MHz DDR5 (32GBx2) F5-6000J3636F32GX2-TZ5RK	5.990.000 VND	6.500.000 VND	https://memoryzone.com.vn/ram-pc-g-skill-trident-z5-rgb-64gb-6000mhz-ddr5-32gbx2-f5-6000j3636f32gx2-tz5rk	0	0
